tnum	tval	tname	tplateau
19	33	Complex-Event Processing	Five_to_10_years
27	73	Solar Power Mobile Devices	Five_to_10_years
48	95	Broadband-Connected Televisions	Five_to_10_years
48	95	Open-Source Communications	Less_than_two_years
56	62	Consumer Telepresence	More_than_10_years
88	14	Mobile Transphones	Five_to_10_years
97	18	OLED Screens	Two_to_five_years
107	24	Mobile TV Broadcasting	Two_to_five_years
127	38	GPS	Less_than_two_years
